attackLabel,throughputOut,throughputIn,packetsPerSecSent,packetsPerSecRecv,latency,jitter,bytesPerPacketOut,bytesPerPacketIn,bandwidthUtilOut,bandwidthUtilIn,currEstab,passiveOpensRate,activeOpensRate,attemptFailsRate,outRstsRate,inSegsRate,outSegsRate,retransRate,icmpInRate,inOutSegRatio,udpInRate,udpOutRate,udpNoPortRate,udpInOutRatio,halfOpenConnections,uniqueSourceIPs,topAttackerRepeat,uniqueDestinationPorts,sensitivePortsHit,avgConnectionDuration,longConnectionRatio
synflood,4.9457,9.974,15232,15127,0.034,0.006,58.09,117.96,0.49,1.0,1,7.15,0.08,0.0,0.0,27248.93,27363.82,129.03,2.3,0.996,0.0,0.0,0.0,0,512,513,5,6,1,37.5,1.0
synflood,9.3623,18.6155,20171,19760,0.03,0.008,58.11,117.94,0.94,1.86,0,7.31,0.08,0.0,0.0,25165.15,25253.73,102.96,2.49,0.996,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,11.6841,23.7362,25314,25325,0.027,0.004,58.09,117.95,1.17,2.37,0,7.4,0.08,0.0,0.0,24739.89,24842.62,117.29,2.14,0.996,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,11.6273,23.5724,25156,25152,0.039,0.012,58.16,117.92,1.16,2.36,0,6.82,0.08,0.0,0.0,23514.9,23643.65,142.15,2.38,0.995,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,12.5626,25.4869,27251,27271,0.037,0.013,58.16,117.92,1.26,2.55,0,6.7,0.08,0.0,0.0,23371.86,23465.47,106.78,2.18,0.996,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,11.5328,23.2347,24907,24743,0.038,0.009,58.15,117.93,1.15,2.32,0,7.24,0.08,0.0,0.0,24866.93,24984.86,132.16,2.8,0.995,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,11.0142,22.1028,23911,23647,0.03,0.008,58.12,117.94,1.1,2.21,0,7.08,0.08,0.0,0.0,28432.17,28544.71,126.46,2.63,0.996,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,12.1709,24.3592,26241,25871,0.034,0.005,58.1,117.95,1.22,2.44,0,6.99,0.08,0.0,0.0,24901.02,24982.46,95.17,2.55,0.997,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,11.9562,24.1504,25751,25642,0.074,0.065,58.14,117.93,1.2,2.42,0,6.41,0.08,0.0,0.0,22850.1,22951.8,114.3,1.91,0.996,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,11.5588,23.46,24868,24883,0.034,0.013,58.14,117.93,1.16,2.35,0,7.41,0.08,0.0,0.0,25200.73,25322.58,136.42,2.47,0.995,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,3.7233,7.5501,11266,11277,0.043,0.012,58.2,117.9,0.37,0.76,0,7.48,0.08,0.0,0.0,24677.19,24797.52,135.05,2.14,0.995,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,11.577,23.3573,24919,24789,0.048,0.022,58.14,117.92,1.16,2.34,0,5.97,0.08,0.0,0.0,22168.61,22287.52,130.6,2.39,0.995,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,11.8472,24.0401,25489,25507,0.041,0.015,58.15,117.92,1.18,2.4,0,6.79,0.08,0.0,0.0,30500.03,30623.5,136.82,2.34,0.996,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,12.6237,25.4103,27213,26963,0.036,0.011,58.07,117.97,1.26,2.54,0,6.66,0.08,0.0,0.0,25281.62,25354.7,86.16,2.55,0.997,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,12.3151,24.7724,26538,26289,0.054,0.026,58.09,117.95,1.23,2.48,0,7.49,0.08,0.0,0.0,25638.63,25726.17,102.35,2.14,0.997,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,12.307,24.7826,26572,26321,0.03,0.007,58.04,117.98,1.23,2.48,0,6.51,0.08,0.0,0.0,22801.04,22923.71,135.38,2.42,0.995,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,12.845,25.8552,27652,27407,0.034,0.012,58.08,117.96,1.28,2.59,0,6.9,0.08,0.0,0.0,25325.65,25459.36,147.26,2.14,0.995,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,12.0589,24.3722,25968,25865,0.057,0.049,58.12,117.94,1.21,2.44,1,7.06,0.08,0.0,0.0,26551.04,26632.78,95.53,2.3,0.997,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,12.0691,24.4763,25952,25974,0.052,0.039,58.19,117.91,1.21,2.45,0,7.23,0.08,0.0,0.0,25910.78,25988.69,92.21,2.79,0.997,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,12.3704,25.0287,26672,26563,0.041,0.011,58.07,117.97,1.24,2.5,0,7.26,0.08,0.0,0.0,23466.28,23587.55,135.56,1.89,0.995,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,13.6693,27.5287,29460,29237,0.052,0.026,58.12,117.94,1.37,2.75,0,7.17,0.08,0.0,0.0,19935.97,20006.29,84.42,2.56,0.996,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,12.677,25.7341,27332,27348,0.059,0.048,58.13,117.93,1.27,2.57,0,7.23,0.08,0.0,0.0,26627.49,26758.81,145.53,2.79,0.995,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,11.2206,22.6777,24247,24140,0.043,0.013,58.1,117.95,1.12,2.27,0,7.08,0.08,0.0,0.0,26668.53,26763.25,108.72,2.14,0.996,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,12.2278,24.6809,26354,26194,0.039,0.01,58.08,117.96,1.22,2.47,0,7.81,0.08,0.0,0.0,25394.57,25470.96,91.68,2.88,0.997,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,13.2811,26.7203,28653,28411,0.028,0.007,58.12,117.94,1.33,2.67,0,6.48,0.08,0.0,0.0,26213.6,26322.31,121.44,2.21,0.996,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,13.7824,27.6359,29950,29568,0.044,0.006,58.08,117.96,1.38,2.76,0,7.32,0.08,0.0,0.0,28196.4,28277.62,95.6,2.55,0.997,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,13.4131,27.1374,29132,29021,0.035,0.007,58.08,117.96,1.34,2.71,0,7.23,0.08,0.0,0.0,28452.52,28565.62,127.33,2.47,0.996,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,13.5963,27.4866,29493,29383,0.027,0.003,58.12,117.94,1.36,2.75,0,7.65,0.08,0.0,0.0,26916.78,27012.23,110.51,2.45,0.996,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,13.4,27.0748,29094,28991,0.031,0.003,58.15,117.92,1.34,2.71,0,6.91,0.08,0.0,0.0,28057.29,28142.11,98.4,2.8,0.997,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,6.7812,13.4387,15908,15526,0.035,0.004,58.09,117.95,0.68,1.34,0,6.83,0.08,0.0,0.0,30536.88,30630.55,107.09,2.55,0.997,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,13.3404,27.076,28695,28713,0.027,0.003,58.14,117.93,1.33,2.71,0,6.37,0.08,0.0,0.0,27147.4,27263.21,128.31,2.37,0.996,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,13.0843,26.5828,28176,28186,0.028,0.004,58.08,117.96,1.31,2.66,0,6.58,0.08,0.0,0.0,28677.11,28798.14,133.94,2.55,0.996,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,13.5964,27.3949,29567,29319,0.032,0.008,58.06,117.97,1.36,2.74,0,6.83,0.08,0.0,0.0,27146.98,27233.43,99.88,2.43,0.997,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,12.7634,25.9189,27612,27628,0.028,0.003,58.11,117.94,1.28,2.59,0,7.23,0.08,0.0,0.0,31978.06,32112.99,149.13,2.63,0.996,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,12.5908,25.587,27133,27143,0.039,0.009,58.07,117.96,1.26,2.56,0,8.31,0.08,0.0,0.0,26880.05,26982.07,118.4,2.3,0.996,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,11.9796,24.0681,25891,25655,0.037,0.006,58.16,117.92,1.2,2.41,0,6.91,0.08,0.0,0.0,26682.09,26749.06,80.54,2.47,0.997,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,12.1425,24.4897,26212,26069,0.034,0.006,58.15,117.92,1.21,2.45,0,7.23,0.08,0.0,0.0,26809.31,26934.11,139.02,2.88,0.995,0.0,0.0,0.0,0,512,513,5,6,1,0.0,0.0
synflood,12.4877,25.3592,27094,27112,0.036,0.007,58.12,117.94,1.25,2.54,0,7.16,0.08,0.0,0.0,25667.55,25799.04,145.56,2.39,0.995,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,13.6249,27.662,29577,29593,0.036,0.008,58.12,117.94,1.36,2.77,0,7.41,0.08,0.0,0.0,18063.0,18132.73,84.3,2.8,0.996,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,10.0416,20.2713,21595,21486,0.04,0.006,58.13,117.94,1.0,2.03,0,6.14,0.07,0.0,0.0,22321.79,22425.48,115.68,2.0,0.995,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,8.7492,17.7487,18992,19006,0.035,0.003,58.17,117.91,0.87,1.77,0,7.07,0.08,0.0,0.0,21763.77,21835.27,85.38,2.3,0.997,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,9.9566,20.2037,21407,21424,0.031,0.004,58.16,117.92,1.0,2.02,0,6.3,0.07,0.0,0.0,19980.97,20089.48,120.89,2.15,0.995,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,9.6547,19.3616,20773,20531,0.037,0.005,58.12,117.94,0.97,1.94,0,7.31,0.08,0.0,0.0,22789.11,22909.32,134.59,2.47,0.995,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,11.7874,23.5597,25347,24988,0.038,0.005,58.16,117.92,1.18,2.36,0,6.82,0.08,0.0,0.0,22535.22,22658.81,136.99,2.3,0.995,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,15.9152,32.3347,34541,34553,0.027,0.003,58.08,117.96,1.59,3.23,0,6.98,0.08,0.0,0.0,36590.77,36684.16,107.1,2.3,0.997,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,15.2027,30.8743,32985,33000,0.03,0.009,58.1,117.95,1.52,3.09,0,5.99,0.07,0.0,0.0,28270.6,28351.13,92.31,2.4,0.997,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,15.8245,32.1246,34331,34351,0.026,0.003,58.13,117.94,1.58,3.21,0,6.83,0.08,0.0,0.0,33199.62,33287.95,101.82,2.22,0.997,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,14.7914,30.0506,32115,32127,0.028,0.005,58.08,117.96,1.48,3.01,0,7.24,0.08,0.0,0.0,33205.88,33338.56,146.83,2.8,0.996,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,16.2703,33.05,35287,35301,0.024,0.003,58.09,117.95,1.63,3.3,0,5.98,0.07,0.0,0.0,27228.73,27343.14,126.16,2.04,0.996,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,16.0324,32.567,34778,34792,0.029,0.009,58.09,117.95,1.6,3.26,0,6.37,0.07,0.0,0.0,24808.66,24906.03,109.89,2.07,0.996,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,16.3086,33.135,35404,35415,0.024,0.004,58.08,117.96,1.63,3.31,0,7.4,0.08,0.0,0.0,32861.45,32942.65,95.75,2.63,0.998,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,16.121,32.6352,34985,34885,0.032,0.004,58.1,117.95,1.61,3.26,0,6.33,0.08,0.0,0.0,32836.87,32939.82,115.37,2.14,0.997,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,16.1524,32.4377,35052,34675,0.029,0.007,58.1,117.95,1.62,3.24,0,6.14,0.07,0.0,0.0,29375.04,29462.61,99.63,2.36,0.997,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,16.2675,33.0504,35269,35280,0.028,0.003,58.08,117.96,1.63,3.31,0,6.51,0.08,0.0,0.0,30033.26,30147.06,126.57,2.22,0.996,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,3.7268,7.5692,22970,22979,0.036,0.01,58.1,117.95,0.37,0.76,0,7.32,0.08,0.0,0.0,32876.32,32955.0,93.07,2.88,0.998,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,16.5385,33.5964,35849,35863,0.026,0.005,58.09,117.95,1.65,3.36,0,5.85,0.07,0.0,0.0,27665.6,27751.93,97.81,1.85,0.997,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,15.9506,32.3868,34606,34603,0.025,0.004,58.09,117.96,1.6,3.24,0,7.4,0.08,0.0,0.0,34727.84,34825.74,112.46,2.88,0.997,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,15.6895,31.6524,34025,33806,0.028,0.004,58.09,117.95,1.57,3.17,0,6.84,0.08,0.0,0.0,22513.91,22584.86,84.38,2.47,0.997,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,3.7308,7.5753,23256,23268,0.031,0.012,58.11,117.94,0.37,0.76,0,7.09,0.08,0.0,0.0,32853.6,32975.38,135.71,2.64,0.996,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,15.848,32.1862,34354,34370,0.025,0.001,58.1,117.95,1.58,3.22,0,5.76,0.07,0.0,0.0,27633.77,27684.94,62.46,2.2,0.998,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,15.6496,31.7742,33953,33971,0.027,0.006,58.12,117.94,1.56,3.18,0,7.55,0.08,0.0,0.0,31807.06,31922.76,130.56,2.05,0.996,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,16.3783,33.0194,35535,35291,0.028,0.008,58.1,117.95,1.64,3.3,0,7.47,0.08,0.0,0.0,35597.22,35689.4,106.88,2.38,0.997,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,14.9438,30.1421,32454,32233,0.032,0.008,58.08,117.96,1.49,3.01,0,5.68,0.07,0.0,0.0,27891.88,27960.54,79.8,2.08,0.998,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,14.3287,29.0939,31100,31102,0.028,0.006,58.1,117.95,1.43,2.91,0,6.83,0.08,0.0,0.0,32194.16,32319.57,138.82,2.47,0.996,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,16.1929,32.8952,35156,35169,0.03,0.009,58.09,117.96,1.62,3.29,0,6.01,0.07,0.0,0.0,29697.42,29810.83,125.21,2.14,0.996,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,15.1761,30.8303,32891,32880,0.03,0.01,58.05,117.97,1.52,3.08,0,7.23,0.08,0.0,0.0,34159.36,34250.14,104.99,2.63,0.997,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,15.9469,32.3888,34551,34567,0.045,0.035,58.1,117.95,1.59,3.24,0,6.67,0.08,0.0,0.0,34443.08,34538.57,108.58,2.63,0.997,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,16.5149,33.2986,35823,35589,0.029,0.006,58.11,117.94,1.65,3.33,0,5.86,0.07,0.0,0.0,28719.59,28815.21,107.14,2.0,0.997,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
udp_flood,4.812,315.9891,1050,27527,0.039,0.004,574.58,1439.23,0.48,31.6,0,6.61,0.08,0.0,0.0,40.05,27.06,0.0,2.41,1.48,16166.41,0.0,16166.41,999,0,0,5,5,0,0.0,0.0
udp_flood,4.6586,230.2971,1011,20072,0.04,0.011,578.03,1439.29,0.47,23.03,0,6.93,0.08,0.0,0.0,41.97,28.37,0.0,2.47,1.48,24684.53,0.0,24684.53,999,0,0,5,5,0,0.0,0.0
udp_flood,2.1271,131.4891,586,14621,0.038,0.01,581.35,1440.32,0.21,13.15,0,7.42,0.08,0.0,0.0,44.93,30.34,0.0,2.31,1.481,23773.72,0.0,23773.72,999,0,0,5,5,0,0.0,0.0
udp_flood,4.7324,276.2785,1031,24049,0.046,0.008,574.98,1439.06,0.47,27.63,0,7.09,0.08,0.0,0.0,42.94,29.0,0.0,2.34,1.481,24106.45,0.0,24106.45,999,0,0,5,5,0,0.0,0.0
udp_flood,4.8622,381.436,1050,33168,0.05,0.03,580.08,1440.61,0.49,38.14,0,7.25,0.08,0.0,0.0,43.94,29.68,0.0,2.56,1.481,20513.43,0.0,20513.43,999,0,0,5,5,0,0.0,0.0
udp_flood,4.8502,362.9317,1057,31570,0.038,0.005,574.61,1439.59,0.49,36.29,0,7.17,0.08,0.0,0.0,43.41,29.33,0.0,2.14,1.48,30350.34,0.0,30350.34,999,0,0,5,5,0,0.0,0.0
udp_flood,4.7388,369.5514,1032,32136,0.035,0.008,574.92,1439.8,0.47,36.96,0,6.55,0.08,0.0,0.0,39.71,26.84,0.0,2.31,1.48,29100.58,0.0,29100.58,999,0,0,5,5,0,0.0,0.0
udp_flood,4.7441,365.8541,1036,31846,0.035,0.009,573.82,1439.57,0.47,36.59,0,6.6,0.08,0.0,0.0,39.99,27.05,0.0,2.39,1.479,31280.54,0.0,31280.54,999,0,0,5,5,0,0.0,0.0
udp_flood,1.868,140.675,665,20003,0.036,0.008,575.08,1439.76,0.19,14.07,1,6.93,0.08,0.0,0.0,41.98,28.37,0.0,2.14,1.48,34187.05,0.0,34187.05,999,0,1,5,6,1,137.12,1.0
udp_flood,4.7859,374.2845,1042,32517,0.037,0.011,574.47,1439.66,0.48,37.43,1,6.34,0.08,0.0,0.0,38.4,25.97,0.0,2.19,1.479,28570.1,0.0,28570.1,999,0,1,5,6,1,149.9,1.0
udp_flood,4.9462,169.452,1086,14878,0.047,0.014,574.48,1436.6,0.49,16.95,1,7.09,0.08,0.0,0.0,42.95,29.02,0.0,2.56,1.48,30481.0,0.0,30481.0,999,0,1,5,6,1,162.03,1.0
udp_flood,4.6595,381.7993,1000,33147,0.03,0.006,582.96,1441.1,0.47,38.18,0,7.02,0.08,0.0,0.0,42.5,28.72,0.0,1.82,1.48,32212.65,0.0,32212.65,999,0,0,5,5,0,0.0,0.0
udp_flood,4.7385,351.7478,1027,30671,0.072,0.032,579.49,1440.36,0.47,35.17,0,6.68,0.08,0.0,0.0,40.49,27.36,0.0,2.91,1.48,29405.63,0.0,29405.63,999,0,0,5,5,0,0.0,0.0
udp_flood,4.6653,388.7112,1008,33752,0.043,0.002,578.88,1440.47,0.47,38.87,0,6.93,0.08,0.0,0.0,41.99,28.38,0.0,1.98,1.48,30412.93,0.0,30412.93,999,0,0,5,5,0,0.0,0.0
udp_flood,4.9445,352.9815,1073,30721,0.046,0.01,577.53,1440.01,0.49,35.3,0,6.92,0.08,0.0,0.0,41.91,28.32,0.0,2.63,1.48,30631.86,0.0,30631.86,999,0,0,5,5,0,0.0,0.0
udp_flood,4.9379,364.4978,1065,31652,0.038,0.008,579.94,1440.41,0.49,36.45,0,6.47,0.08,0.0,0.0,39.2,26.49,0.0,2.42,1.479,28852.9,0.0,28852.9,999,0,0,5,5,0,0.0,0.0
udp_flood,4.8299,355.2318,1058,30900,0.036,0.006,571.43,1439.01,0.48,35.52,0,6.25,0.08,0.0,0.0,37.91,25.64,0.0,2.06,1.478,32591.85,0.0,32591.85,999,0,0,5,5,0,0.0,0.0
udp_flood,4.6335,362.6529,1013,31519,0.032,0.005,572.19,1439.33,0.46,36.27,0,7.58,0.08,0.0,0.0,45.92,31.0,0.0,2.56,1.481,31614.83,0.0,31614.83,999,0,0,5,5,0,0.0,0.0
udp_flood,4.6737,377.5295,1009,32778,0.052,0.028,579.3,1440.47,0.47,37.75,0,6.73,0.08,0.0,0.0,40.78,27.54,0.0,2.14,1.481,29753.81,0.0,29753.81,999,0,0,5,5,0,0.0,0.0
udp_flood,4.7061,233.2547,1026,20421,0.061,0.043,577.91,1439.14,0.47,23.33,0,7.33,0.08,0.0,0.0,44.42,30.0,0.0,2.55,1.481,30882.42,0.0,30882.42,999,0,0,5,5,0,0.0,0.0
udp_flood,4.6944,362.8049,1015,31510,0.035,0.008,578.56,1440.32,0.47,36.28,0,6.83,0.08,0.0,0.0,41.39,27.98,0.0,2.39,1.479,29450.52,0.0,29450.52,999,0,0,5,5,0,0.0,0.0
udp_flood,4.6525,361.59,1017,31451,0.035,0.007,572.74,1439.37,0.47,36.16,0,6.6,0.08,0.0,0.0,39.99,27.04,0.0,2.56,1.479,30706.33,0.0,30706.33,999,0,0,5,5,0,0.0,0.0
udp_flood,1.8345,129.0952,632,17744,0.034,0.007,574.3,1439.47,0.18,12.91,0,7.09,0.08,0.0,0.0,42.94,29.01,0.0,2.31,1.48,31915.79,0.0,31915.79,999,0,0,5,5,0,0.0,0.0
udp_flood,4.8033,355.0949,1033,30869,0.04,0.011,582.42,1440.86,0.48,35.51,0,6.29,0.08,0.0,0.0,38.14,25.8,0.0,2.36,1.479,28875.96,0.0,28875.96,999,0,0,5,5,0,0.0,0.0
udp_flood,4.475,355.3418,969,30906,0.041,0.007,578.53,1440.33,0.45,35.53,0,7.67,0.08,0.0,0.0,46.45,31.35,0.0,2.39,1.482,31478.71,0.0,31478.71,999,0,0,5,5,0,0.0,0.0
udp_flood,4.7265,282.6019,1032,24666,0.033,0.007,575.31,1439.2,0.47,28.26,0,6.1,0.08,0.0,0.0,36.99,25.01,0.0,2.14,1.479,28816.18,0.0,28816.18,999,0,0,5,5,0,0.0,0.0
udp_flood,4.7551,360.6704,1029,31360,0.049,0.04,578.72,1440.31,0.48,36.07,0,6.51,0.08,0.0,0.0,39.43,26.64,0.0,2.42,1.48,27935.73,0.0,27935.73,999,0,0,5,5,0,0.0,0.0
udp_flood,4.7107,361.7977,1038,31463,0.052,0.015,567.73,1438.54,0.47,36.18,0,7.1,0.08,0.0,0.0,42.99,29.04,0.0,2.48,1.48,30825.56,0.0,30825.56,999,0,0,5,5,0,0.0,0.0
udp_flood,1.4955,123.1086,516,17117,0.043,0.019,580.59,1440.81,0.15,12.31,0,8.16,0.08,0.0,0.0,49.38,33.3,0.0,2.47,1.483,31002.17,0.0,31002.17,999,0,0,5,5,0,0.0,0.0
udp_flood,4.723,361.5488,1037,31699,0.033,0.008,574.87,1439.64,0.47,36.15,0,6.2,0.08,0.0,0.0,37.57,25.41,0.0,2.12,1.478,28713.59,0.0,28713.59,999,0,0,5,5,0,0.0,0.0
udp_flood,4.4677,407.7294,958,35377,0.033,0.004,583.17,1441.19,0.45,40.77,0,7.26,0.08,0.0,0.0,43.99,29.71,0.0,2.15,1.481,22880.92,0.0,22880.92,999,0,0,5,5,0,0.0,0.0
udp_flood,4.7754,380.2353,1042,33298,0.034,0.004,578.02,1440.25,0.48,38.02,0,6.83,0.08,0.0,0.0,41.4,27.99,0.0,2.8,1.479,33401.73,0.0,33401.73,999,0,0,5,5,0,0.0,0.0
udp_flood,4.5489,404.147,982,35087,0.035,0.008,579.4,1440.68,0.45,40.41,0,7.49,0.08,0.0,0.0,45.38,30.64,0.0,2.22,1.481,33634.09,0.0,33634.09,999,0,0,5,5,0,0.0,0.0
udp_flood,4.7751,389.7691,1048,34132,0.046,0.017,574.47,1439.77,0.48,38.98,0,6.43,0.08,0.0,0.0,39.0,26.39,0.0,2.72,1.478,31128.67,0.0,31128.67,999,0,0,5,5,0,0.0,0.0
udp_flood,4.69,394.6864,1015,34271,0.028,0.005,577.87,1440.29,0.47,39.47,0,7.17,0.08,0.0,0.0,43.44,29.35,0.0,2.56,1.48,26988.98,0.0,26988.98,999,0,0,5,5,0,0.0,0.0
udp_flood,4.5767,407.9698,998,35422,0.031,0.006,573.29,1439.81,0.46,40.8,0,7.6,0.08,0.0,0.0,46.02,31.05,0.0,2.38,1.482,33696.07,0.0,33696.07,999,0,0,5,5,0,0.0,0.0
udp_flood,4.8844,410.5011,1062,35660,0.041,0.014,575.32,1439.98,0.49,41.05,0,7.01,0.08,0.0,0.0,42.47,28.7,0.0,2.39,1.48,35344.62,0.0,35344.62,999,0,0,5,5,0,0.0,0.0
udp_flood,4.7226,400.7235,1025,34808,0.033,0.004,576.34,1440.08,0.47,40.07,0,6.35,0.08,0.0,0.0,38.51,26.06,0.0,2.56,1.478,33782.29,0.0,33782.29,999,0,0,5,5,0,0.0,0.0
udp_flood,4.5227,406.0884,982,35573,0.032,0.008,581.31,1440.85,0.45,40.61,0,6.84,0.08,0.0,0.0,41.41,27.98,0.0,2.67,1.48,32943.84,0.0,32943.84,999,0,0,5,5,0,0.0,0.0
udp_flood,4.6121,409.9652,997,35581,0.033,0.009,578.36,1440.51,0.46,41.0,0,7.08,0.08,0.0,0.0,42.9,28.99,0.0,2.31,1.48,35080.58,0.0,35080.58,999,0,0,5,5,0,0.0,0.0
udp_flood,5.017,406.1351,1084,35253,0.042,0.008,578.64,1440.34,0.5,40.61,0,7.02,0.08,0.0,0.0,42.5,28.72,0.0,2.81,1.48,34945.52,0.0,34945.52,999,0,0,5,5,0,0.0,0.0
udp_flood,4.7252,404.1398,1028,35085,0.037,0.009,574.57,1439.87,0.47,40.41,0,6.23,0.08,0.0,0.0,37.76,25.54,0.0,2.44,1.478,33622.95,0.0,33622.95,999,0,0,5,5,0,0.0,0.0
udp_flood,4.9074,400.6108,1068,34809,0.03,0.005,574.84,1439.81,0.49,40.06,0,6.74,0.08,0.0,0.0,40.87,27.63,0.0,2.3,1.479,21032.19,0.0,21032.19,999,0,0,5,5,0,0.0,0.0
udp_flood,4.8694,402.7167,1062,35142,0.028,0.007,576.19,1440.07,0.49,40.27,0,6.77,0.08,0.0,0.0,41.02,27.73,0.0,2.56,1.479,34482.64,0.0,34482.64,999,0,0,5,5,0,0.0,0.0
udp_flood,4.6742,394.8324,1010,34324,0.027,0.007,579.6,1440.66,0.47,39.48,0,7.25,0.08,0.0,0.0,43.94,29.68,0.0,2.39,1.481,34433.5,0.0,34433.5,999,0,0,5,5,0,0.0,0.0
udp_flood,4.8857,387.3943,1052,33728,0.054,0.05,582.64,1440.95,0.49,38.74,0,6.51,0.08,0.0,0.0,39.49,26.71,0.0,2.39,1.478,33655.1,0.0,33655.1,999,0,0,5,5,0,0.0,0.0
udp_flood,4.7772,371.7628,1040,32584,0.037,0.004,579.99,1440.58,0.48,37.18,0,7.33,0.08,0.0,0.0,44.41,29.99,0.0,2.47,1.481,33078.58,0.0,33078.58,999,0,0,5,5,0,0.0,0.0
udp_flood,4.7217,389.4552,1017,33903,0.031,0.006,582.39,1440.96,0.47,38.95,0,7.17,0.08,0.0,0.0,43.44,29.35,0.0,2.56,1.48,43341.08,0.0,43341.08,999,0,0,5,5,0,0.0,0.0
udp_flood,4.5951,478.7986,1003,41877,0.028,0.002,577.23,1440.57,0.46,47.88,0,6.37,0.07,0.0,0.0,38.58,26.07,0.0,1.93,1.48,32320.71,0.0,32320.71,999,0,0,5,5,0,0.0,0.0
